year,source_file,sheet_id,title,csv_path,rows,cols
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",5.2,"Passageiros vítimas em Portugal, 2017 a 2021",data\processed\xlsx_raw\2021\5.2.csv,33,6
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",5.3,Passageiros vítimas em Portugal por mês,data\processed\xlsx_raw\2021\5.3.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",5.4,Passageiros vítimas em Portugal por dia da semana,data\processed\xlsx_raw\2021\5.4.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",5.5,Passageiros vítimas em Portugal por período horário,data\processed\xlsx_raw\2021\5.5.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",5.6,Passageiros vítimas em Portugal por fatores atmosféricos,data\processed\xlsx_raw\2021\5.6.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",5.7,Passageiros vítimas em Portugal por luminosidade,data\processed\xlsx_raw\2021\5.7.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",5.8,Passageiros vítimas em Portugal por natureza do acidente,data\processed\xlsx_raw\2021\5.8.csv,32,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",5.9,Passageiros vítimas em Portugal por localização,data\processed\xlsx_raw\2021\5.9.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",5.10,Passageiros vítimas em Portugal por tipo de via,data\processed\xlsx_raw\2021\5.10.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",5.11,Passageiros vítimas em Portugal por distrito e RA,data\processed\xlsx_raw\2021\5.11.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",5.12,Passageiros vítimas em Portugal por grupo etário,data\processed\xlsx_raw\2021\5.12.csv,34,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",5.13,Passageiros vítimas em Portugal por acesssório de segurança,data\processed\xlsx_raw\2021\5.13.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",5.14,Passageiros vítimas em Portugal por sexo,data\processed\xlsx_raw\2021\5.14.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.1,Condutores vítimas em Portugal por região NUTS I,data\processed\xlsx_raw\2021\6.1.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.2,"Evolução dos condutores vítimas em Portugal, 2017 a 2021",data\processed\xlsx_raw\2021\6.2.csv,33,7
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.3,Condutores vítimas em Portugal por mês,data\processed\xlsx_raw\2021\6.3.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.4,Condutores vítimas em Portugal por dia da semana,data\processed\xlsx_raw\2021\6.4.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.5,Condutores vítimas em Portugal por período horário,data\processed\xlsx_raw\2021\6.5.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.6,Condutores vítimas em Portugal por fatores atmosféricos,data\processed\xlsx_raw\2021\6.6.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.7,Condutores vítimas em Portugal por luminosidade,data\processed\xlsx_raw\2021\6.7.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.8,Condutores vítimas em Portugal por natureza do acidente,data\processed\xlsx_raw\2021\6.8.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.9,Condutores vítimas em Portugal por localização,data\processed\xlsx_raw\2021\6.9.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.10,Condutores vítimas em Portugal por tipo de via,data\processed\xlsx_raw\2021\6.10.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.11,Condutores vítimas em Portugal por distrito e RA,data\processed\xlsx_raw\2021\6.11.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.12,Condutores vítimas em Portugal por situação da licença de condução,data\processed\xlsx_raw\2021\6.12.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.13,Condutores vítimas em Portugal por categoria de veículo,data\processed\xlsx_raw\2021\6.13.csv,33,23
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.14,Condutores vítimas em Portugal por ações dos condutores,data\processed\xlsx_raw\2021\6.14.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.15,Condutores vítimas em Portugal por sexo,data\processed\xlsx_raw\2021\6.15.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.16,Condutores vítimas em Portugal por acessórios de segurança,data\processed\xlsx_raw\2021\6.16.csv,33,17
2021,"Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2021.xlsx",6.17,Condutores vítimas em Portugal por grupo etário,data\processed\xlsx_raw\2021\6.17.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",1.1,Sinistralidade em Portugal por mês,data\processed\xlsx_raw\2022\1.1.csv,30,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",1.2,Sinistralidade em Portugal por dia da semana,data\processed\xlsx_raw\2022\1.2.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",1.3,Sinistralidade em Portugal por período horário,data\processed\xlsx_raw\2022\1.3.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",1.4,Sinistralidade em Portugal por fatores atmosféricos,data\processed\xlsx_raw\2022\1.4.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",1.5,Sinistralidade em Portugal por condições de luminosidade,data\processed\xlsx_raw\2022\1.5.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",1.6,Sinistralidade em Portugal por natureza do acidente,data\processed\xlsx_raw\2022\1.6.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",1.7,Sinistralidade em Portugal por natureza detalhada do acidente,data\processed\xlsx_raw\2022\1.7.csv,33,18
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",1.8,Sinistralidade em Portugal por localização do acidente,data\processed\xlsx_raw\2022\1.8.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",1.9,Sinistralidade em Portugal por tipo de via,data\processed\xlsx_raw\2022\1.9.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",1.10,Sinistralidade em Portugal por distrito e RA,data\processed\xlsx_raw\2022\1.10.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",2.1,Veículos intervenientes em acidentes com vítimas em Portugal por categoria e natureza do acidente,data\processed\xlsx_raw\2022\2.1.csv,33,18
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",2.2,Veículos intervenientes em acidentes com vítimas em Portugal por categoria e idade do veículo,data\processed\xlsx_raw\2022\2.2.csv,33,25
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",2.3,Veículos intervenientes em acidentes com vítimas em Portugal por NUTSI e categoria de veículo,data\processed\xlsx_raw\2022\2.3.csv,39,20
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",3.1,Vítimas em Portugal por categoria de utente,data\processed\xlsx_raw\2022\3.1.csv,33,23
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",3.2,Vítimas em Portugal por categoria de veículo,data\processed\xlsx_raw\2022\3.2.csv,33,23
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",3.3,"Vítimas mortais em Portugal por veículo, segundo o principal outro veículo no acidente, 2022",data\processed\xlsx_raw\2022\3.3.csv,33,12
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",3.4,Vítimas em Portugal por sexo,data\processed\xlsx_raw\2022\3.4.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",3.5,Vítimas em Portugal por grupo etário,data\processed\xlsx_raw\2022\3.5.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",3.6,"Vítimas mortais em Portugal por milhão de habitantes, segundo o grupo etário",data\processed\xlsx_raw\2022\3.6.csv,33,12
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",4.1,Peões vítimas em Portugal por regiões NUTS I,data\processed\xlsx_raw\2022\4.1.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",4.2,"Evolução peões vítimas em Portugal, 2018 a 2022",data\processed\xlsx_raw\2022\4.2.csv,33,7
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",4.3,Peões vítimas em Portugal por mês,data\processed\xlsx_raw\2022\4.3.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",4.4,Peões vítimas em Portugal por dia da semana,data\processed\xlsx_raw\2022\4.4.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",4.5,Peões vítimas em Portugal por período horário,data\processed\xlsx_raw\2022\4.5.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",4.6,Peões vítimas em Portugal por fatores atmosféricos,data\processed\xlsx_raw\2022\4.6.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",4.7,Peões vítimas em Portugal segundo a luminosidade,data\processed\xlsx_raw\2022\4.7.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",4.8,Peões vítimas em Portugal segundo a localização,data\processed\xlsx_raw\2022\4.8.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",4.9,Peões vítimas em Portugal por tipo de via,data\processed\xlsx_raw\2022\4.9.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",4.10,Peões vítimas em Portugal por distrito e RA,data\processed\xlsx_raw\2022\4.10.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",4.11,Peões vítimas em Portugal por ação do peão,data\processed\xlsx_raw\2022\4.11.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",4.12,Peões vítimas em Portugal por sexo,data\processed\xlsx_raw\2022\4.12.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",4.13,Peões vítimas em Portugal por grupo etário,data\processed\xlsx_raw\2022\4.13.csv,34,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",5.1,"Passageiros vítimas em Portugal, por NUTS I",data\processed\xlsx_raw\2022\5.1.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",5.2,"Passageiros vítimas em Portugal, 2018 a 2022",data\processed\xlsx_raw\2022\5.2.csv,33,6
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",5.3,Passageiros vítimas em Portugal por mês,data\processed\xlsx_raw\2022\5.3.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",5.4,Passageiros vítimas em Portugal por dia da semana,data\processed\xlsx_raw\2022\5.4.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",5.5,Passageiros vítimas em Portugal por período horário,data\processed\xlsx_raw\2022\5.5.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",5.6,Passageiros vítimas em Portugal por fatores atmosféricos,data\processed\xlsx_raw\2022\5.6.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",5.7,Passageiros vítimas em Portugal por luminosidade,data\processed\xlsx_raw\2022\5.7.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",5.8,Passageiros vítimas em Portugal por natureza do acidente,data\processed\xlsx_raw\2022\5.8.csv,32,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",5.9,Passageiros vítimas em Portugal por localização,data\processed\xlsx_raw\2022\5.9.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",5.10,Passageiros vítimas em Portugal por tipo de via,data\processed\xlsx_raw\2022\5.10.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",5.11,Passageiros vítimas em Portugal por distrito e RA,data\processed\xlsx_raw\2022\5.11.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",5.12,Passageiros vítimas em Portugal por grupo etário,data\processed\xlsx_raw\2022\5.12.csv,34,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",5.13,Passageiros vítimas em Portugal por acesssório de segurança,data\processed\xlsx_raw\2022\5.13.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",5.14,Passageiros vítimas em Portugal por sexo,data\processed\xlsx_raw\2022\5.14.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.1,Condutores vítimas em Portugal por região NUTS I,data\processed\xlsx_raw\2022\6.1.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.2,"Evolução dos condutores vítimas em Portugal, 2018 a 2022",data\processed\xlsx_raw\2022\6.2.csv,33,7
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.3,Condutores vítimas em Portugal por mês,data\processed\xlsx_raw\2022\6.3.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.4,Condutores vítimas em Portugal por dia da semana,data\processed\xlsx_raw\2022\6.4.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.5,Condutores vítimas em Portugal por período horário,data\processed\xlsx_raw\2022\6.5.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.6,Condutores vítimas em Portugal por fatores atmosféricos,data\processed\xlsx_raw\2022\6.6.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.7,Condutores vítimas em Portugal por luminosidade,data\processed\xlsx_raw\2022\6.7.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.8,Condutores vítimas em Portugal por natureza do acidente,data\processed\xlsx_raw\2022\6.8.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.9,Condutores vítimas em Portugal por localização,data\processed\xlsx_raw\2022\6.9.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.10,Condutores vítimas em Portugal por tipo de via,data\processed\xlsx_raw\2022\6.10.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.11,Condutores vítimas em Portugal por distrito e RA,data\processed\xlsx_raw\2022\6.11.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.12,Condutores vítimas em Portugal por situação da licença de condução,data\processed\xlsx_raw\2022\6.12.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.13,Condutores vítimas em Portugal por categoria de veículo,data\processed\xlsx_raw\2022\6.13.csv,33,23
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.14,Condutores vítimas em Portugal por ações dos condutores,data\processed\xlsx_raw\2022\6.14.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.15,Condutores vítimas em Portugal por sexo,data\processed\xlsx_raw\2022\6.15.csv,33,17
2022,"Cópia de Anexo ao Relatório Anual de Sinistralidade a 30 dias, fiscalização e contraordenações rodoviárias 2022.xlsx",6.16,Condutores vítimas em Portugal por acessórios de segurança,data\processed\xlsx_raw\2022\6.16.csv,33,17
